lift,confidence,support,consequents,antecedents
6.21,0.29,0.002,cereals + specialty vegetables,butter + curd + soda
6.21,0.14,0.001,sweet spreads + nut snack,sauces + packaged fruit/vegetables + soda
6.21,0.14,0.001,root vegetables + sweet spreads,liquor (appetizer) + potato products + bottled water
6.21,0.14,0.001,specialty vegetables + sweet spreads,liquor (appetizer) + potato products + bottled water
6.21,0.14,0.001,bottled water + pip fruit,specialty chocolate + packaged fruit/vegetables + liquor (appetizer)
6.21,0.14,0.001,sweet spreads + nut snack,cereals + sauces + liquor (appetizer)
6.21,0.14,0.001,root vegetables + sweet spreads,cereals + sauces + liquor (appetizer)
6.21,0.14,0.001,root vegetables + sweet spreads,curd + light bulbs + white wine
6.21,0.14,0.001,root vegetables + sweet spreads,light bulbs + specialty vegetables + bottled water
6.21,0.14,0.001,specialty vegetables + sweet spreads,white wine + potato products + root vegetables
6.21,0.14,0.001,sweet spreads + nut snack,spices + curd + light bulbs
6.21,0.14,0.001,bottled water + pip fruit,sauces + butter + potato products
6.21,0.14,0.001,root vegetables + sweet spreads,sauces + butter + potato products
6.21,0.14,0.001,white wine + sweet spreads,specialty chocolate + liquor + bottled water
6.21,0.14,0.001,white wine + sweet spreads,curd + specialty chocolate + bottled water
6.21,0.14,0.001,white wine + sweet spreads,butter + baking powder + liquor (appetizer)
6.21,0.14,0.001,male cosmetics + pip fruit,specialty chocolate + bottled water + nut snack
6.21,0.14,0.001,sweet spreads + nut snack,curd + light bulbs + white wine
6.21,0.14,0.001,root vegetables + sweet spreads,white wine + potato products + tropical fruit
6.21,0.14,0.001,root vegetables + sweet spreads,light bulbs + potato products + male cosmetics
6.21,0.14,0.001,root vegetables + bottled water,light bulbs + potato products + male cosmetics
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + potato products + male cosmetics
6.21,0.14,0.001,specialty vegetables + sweet spreads,light bulbs + liquor + root vegetables
6.21,0.14,0.001,specialty vegetables + sweet spreads,butter + baking powder + tropical fruit
6.17,0.33,0.003,cereals + sauces,butter + tropical fruit + pip fruit
6.17,0.22,0.002,specialty vegetables + root vegetables,sauces + spices + cleaner
6.17,0.22,0.002,cereals + packaged fruit/vegetables,sauces + butter + pudding powder
6.17,0.11,0.001,liquor + cleaner,potato products + bottled water + sweet spreads
6.17,0.11,0.001,liquor + cleaner,cereals + baking powder + sweet spreads
6.17,0.11,0.001,liquor + cleaner,specialty chocolate + sweet spreads + nut snack
6.17,0.11,0.001,liquor + cleaner,cereals + baking powder + white wine
6.17,0.11,0.001,liquor + cleaner,packaged fruit/vegetables + root vegetables + male cosmetics
6.17,0.11,0.001,liquor + cleaner,sauces + specialty chocolate + liquor (appetizer)
6.17,0.11,0.001,liquor + cleaner,potato products + specialty vegetables + root vegetables
6.17,0.11,0.001,liquor + cleaner,sauces + curd + packaged fruit/vegetables
6.17,0.11,0.001,liquor + cleaner,specialty chocolate + bottled water + male cosmetics
6.17,0.11,0.001,liquor + cleaner,sauces + specialty vegetables + root vegetables
6.17,0.11,0.001,liquor + cleaner,packaged fruit/vegetables + male cosmetics + pudding powder
6.17,0.22,0.002,specialty vegetables + root vegetables,butter + liquor + male cosmetics
6.17,0.22,0.002,sauces + male cosmetics,sweet spreads + soda + pudding powder
6.17,0.22,0.002,sauces + male cosmetics,butter + sweet spreads + pudding powder
6.17,0.11,0.001,liquor + cleaner,light bulbs + packaged fruit/vegetables + pudding powder
6.17,0.22,0.002,sauces + light bulbs,tropical fruit + bottled water + nut snack
6.17,0.33,0.003,cereals + sauces,butter + packaged fruit/vegetables + root vegetables
6.17,0.11,0.001,liquor + cleaner,butter + specialty chocolate + nut snack
6.17,0.22,0.002,cereals + packaged fruit/vegetables,butter + specialty chocolate + soda
6.17,0.22,0.002,baking powder + specialty vegetables,white wine + root vegetables + cleaner
6.17,0.11,0.001,liquor + cleaner,butter + specialty chocolate + sweet spreads
6.17,0.11,0.001,liquor + cleaner,butter + male cosmetics + sweet spreads
6.17,0.22,0.002,sauces + nut snack,specialty chocolate + brandy + pip fruit
6.17,0.22,0.002,cereals + packaged fruit/vegetables,male cosmetics + sweet spreads + pudding powder
6.17,0.17,0.001,white wine + pip fruit,brandy + potato products + pudding powder
6.17,0.17,0.001,potato products + pudding powder,packaged fruit/vegetables + male cosmetics + nut snack
6.17,0.17,0.001,packaged fruit/vegetables + liquor (appetizer),light bulbs + specialty vegetables + male cosmetics
6.17,0.17,0.001,curd + potato products,cereals + sauces + spices
6.17,0.17,0.001,curd + specialty chocolate,cereals + sauces + spices
6.17,0.17,0.001,curd + specialty chocolate,sauces + potato products + pip fruit
6.17,0.17,0.001,brandy + root vegetables,packaged fruit/vegetables + pip fruit + soda
6.17,0.33,0.001,sauces + tropical fruit,packaged fruit/vegetables + sweet spreads + nut snack
6.17,0.33,0.001,cereals + sauces,soda + cleaner + pudding powder
6.17,0.17,0.001,specialty chocolate + pip fruit,cereals + sauces + spices
6.17,0.17,0.001,brandy + root vegetables,baking powder + specialty vegetables + pudding powder
6.17,0.17,0.001,curd + specialty chocolate,brandy + liquor + pip fruit
6.17,0.33,0.001,sauces + tropical fruit,baking powder + packaged fruit/vegetables + male cosmetics
6.17,0.17,0.001,curd + specialty chocolate,tropical fruit + bottled water + male cosmetics
6.17,0.17,0.001,specialty vegetables + pudding powder,brandy + liquor + pip fruit
6.17,0.17,0.001,spices + pip fruit,butter + specialty chocolate + tropical fruit
6.17,0.17,0.001,potato products + pudding powder,cereals + liquor + specialty vegetables
6.17,0.17,0.001,white wine + pip fruit,cereals + liquor + specialty vegetables
6.17,0.17,0.001,white wine + potato products,cereals + liquor + specialty vegetables
6.17,0.17,0.001,curd + potato products,brandy + soda + cleaner
6.17,0.33,0.001,sauces + tropical fruit,root vegetables + cleaner + pudding powder
6.17,0.33,0.001,cereals + sauces,root vegetables + cleaner + pudding powder
6.17,0.17,0.001,brandy + root vegetables,light bulbs + baking powder + liquor (appetizer)
6.17,0.17,0.001,curd + potato products,light bulbs + baking powder + liquor (appetizer)
6.17,0.33,0.002,cereals + sauces,butter + cleaner + pudding powder
6.17,0.17,0.001,curd + baking powder,white wine + potato products + bottled water
6.17,0.17,0.001,packaged fruit/vegetables + liquor (appetizer),brandy + liquor + pip fruit
6.17,0.17,0.001,light bulbs + pudding powder,butter + specialty chocolate + tropical fruit
6.17,0.17,0.001,spices + brandy,curd + light bulbs + liquor (appetizer)
6.17,0.17,0.001,packaged fruit/vegetables + tropical fruit,spices + potato products + root vegetables
6.17,0.17,0.001,packaged fruit/vegetables + tropical fruit,sauces + white wine + sweet spreads
6.17,0.17,0.001,specialty vegetables + pudding powder,liquor (appetizer) + potato products + male cosmetics
6.17,0.17,0.001,spices + baking powder,sauces + white wine + male cosmetics
6.17,0.33,0.001,cereals + sauces,specialty chocolate + white wine + specialty vegetables
6.17,0.17,0.001,spices + brandy,baking powder + packaged fruit/vegetables + nut snack
6.17,0.17,0.001,spices + brandy,cereals + specialty vegetables + male cosmetics
6.17,0.33,0.001,sauces + tropical fruit,butter + liquor + potato products
6.17,0.17,0.001,white wine + pip fruit,sauces + curd + tropical fruit
6.17,0.17,0.001,white wine + potato products,sauces + curd + tropical fruit
6.17,0.17,0.001,specialty vegetables + pudding powder,spices + potato products + bottled water
6.17,0.17,0.001,curd + baking powder,sauces + spices + packaged fruit/vegetables
6.17,0.17,0.001,packaged fruit/vegetables + liquor (appetizer),butter + male cosmetics + pudding powder
6.17,0.17,0.001,curd + potato products,brandy + liquor + pip fruit
6.17,0.17,0.001,curd + specialty chocolate,bottled water + pip fruit + pudding powder
6.17,0.17,0.001,curd + potato products,light bulbs + brandy + liquor (appetizer)
6.17,0.17,0.001,baking powder + sweet spreads,sauces + white wine + male cosmetics
6.17,0.17,0.001,white wine + pip fruit,curd + light bulbs + liquor (appetizer)
6.17,0.17,0.001,brandy + soda,curd + light bulbs + liquor (appetizer)
6.17,0.17,0.001,brandy + potato products,curd + light bulbs + liquor (appetizer)
6.17,0.17,0.001,curd + liquor,white wine + potato products + bottled water
6.17,0.17,0.001,packaged fruit/vegetables + liquor (appetizer),butter + spices + specialty vegetables
6.17,0.17,0.001,curd + specialty chocolate,spices + potato products + bottled water
6.17,0.17,0.001,potato products + pudding powder,brandy + liquor + pip fruit
6.17,0.17,0.001,potato products + pudding powder,cereals + specialty vegetables + male cosmetics
6.17,0.33,0.001,cereals + sauces,butter + spices + root vegetables
6.17,0.17,0.001,specialty chocolate + pip fruit,bottled water + soda + nut snack
6.17,0.17,0.001,potato products + pudding powder,baking powder + male cosmetics + cleaner
6.17,0.17,0.001,white wine + pip fruit,baking powder + male cosmetics + cleaner
6.17,0.17,0.001,liquor (appetizer) + sweet spreads,curd + tropical fruit + pudding powder
6.17,0.17,0.001,baking powder + sweet spreads,curd + tropical fruit + pudding powder
6.17,0.17,0.001,curd + potato products,butter + brandy + cleaner
6.17,0.17,0.001,pip fruit + pudding powder,light bulbs + liquor + soda
6.17,0.17,0.001,specialty vegetables + pudding powder,light bulbs + packaged fruit/vegetables + liquor
6.17,0.17,0.001,brandy + root vegetables,baking powder + packaged fruit/vegetables + nut snack
6.17,0.17,0.001,brandy + potato products,baking powder + packaged fruit/vegetables + nut snack
6.17,0.17,0.001,light bulbs + pudding powder,baking powder + packaged fruit/vegetables + nut snack
6.17,0.17,0.001,packaged fruit/vegetables + liquor (appetizer),specialty vegetables + male cosmetics + cleaner
6.17,0.17,0.001,light bulbs + pudding powder,liquor (appetizer) + potato products + male cosmetics
6.17,0.17,0.001,specialty chocolate + pip fruit,sauces + curd + tropical fruit
6.17,0.17,0.001,spices + pip fruit,sauces + curd + tropical fruit
6.17,0.17,0.001,curd + liquor,sauces + specialty chocolate + potato products
6.17,0.17,0.001,specialty vegetables + pudding powder,cereals + butter + light bulbs
6.17,0.17,0.001,brandy + soda,curd + light bulbs + potato products
6.17,0.17,0.001,curd + potato products,bottled water + pip fruit + pudding powder
6.17,0.17,0.001,curd + specialty chocolate,light bulbs + packaged fruit/vegetables + tropical fruit
6.17,0.17,0.001,white wine + potato products,light bulbs + packaged fruit/vegetables + tropical fruit
6.17,0.17,0.001,white wine + pip fruit,baking powder + packaged fruit/vegetables + nut snack
6.17,0.17,0.001,brandy + root vegetables,liquor + sweet spreads + nut snack
6.17,0.17,0.001,brandy + potato products,curd + specialty chocolate + tropical fruit
6.17,0.17,0.001,curd + liquor,packaged fruit/vegetables + white wine + soda
6.17,0.17,0.001,curd + specialty chocolate,packaged fruit/vegetables + white wine + soda
6.17,0.17,0.001,specialty vegetables + pudding powder,butter + sweet spreads + pip fruit
6.17,0.17,0.001,potato products + pudding powder,butter + sweet spreads + pip fruit
6.17,0.17,0.001,potato products + pudding powder,cereals + butter + light bulbs
6.17,0.17,0.001,packaged fruit/vegetables + tropical fruit,cereals + specialty vegetables + male cosmetics
6.17,0.17,0.001,white wine + potato products,brandy + liquor + pip fruit
6.17,0.17,0.001,liquor (appetizer) + sweet spreads,butter + curd + baking powder
6.17,0.17,0.001,brandy + soda,cereals + potato products + root vegetables
6.17,0.17,0.001,baking powder + sweet spreads,cereals + potato products + root vegetables
6.17,0.33,0.001,cereals + sauces,brandy + liquor + specialty vegetables
6.17,0.17,0.001,baking powder + sweet spreads,cereals + pip fruit + cleaner
6.17,0.17,0.001,liquor (appetizer) + sweet spreads,sauces + spices + white wine
6.17,0.17,0.001,root vegetables + soda,cereals + spices + packaged fruit/vegetables
6.17,0.17,0.001,pip fruit + pudding powder,specialty chocolate + white wine + liquor (appetizer)
6.17,0.17,0.001,potato products + pudding powder,specialty chocolate + white wine + liquor (appetizer)
6.17,0.17,0.001,packaged fruit/vegetables + tropical fruit,sauces + light bulbs + soda
6.17,0.17,0.001,spices + pip fruit,sauces + light bulbs + soda
6.17,0.17,0.001,specialty vegetables + pudding powder,spices + packaged fruit/vegetables + pip fruit
6.17,0.17,0.001,curd + liquor,sauces + baking powder + packaged fruit/vegetables
6.17,0.17,0.001,curd + baking powder,light bulbs + specialty vegetables + pip fruit
6.17,0.17,0.001,pip fruit + pudding powder,butter + spices + specialty vegetables
6.17,0.17,0.001,curd + liquor,light bulbs + white wine + root vegetables
6.17,0.17,0.001,curd + liquor,sauces + packaged fruit/vegetables + cleaner
6.17,0.17,0.001,root vegetables + soda,packaged fruit/vegetables + liquor + nut snack
6.17,0.17,0.002,white wine + potato products,sauces + butter + sweet spreads
6.17,0.17,0.001,spices + brandy,liquor + sweet spreads + nut snack
6.17,0.17,0.001,spices + brandy,potato products + sweet spreads + cleaner
6.17,0.33,0.001,cereals + sauces,packaged fruit/vegetables + white wine + pudding powder
6.17,0.33,0.001,sauces + tropical fruit,specialty chocolate + baking powder + pip fruit
6.17,0.33,0.001,cereals + sauces,specialty chocolate + baking powder + pip fruit
6.17,0.17,0.001,curd + liquor,liquor (appetizer) + specialty vegetables + pip fruit
6.17,0.17,0.001,curd + baking powder,liquor (appetizer) + specialty vegetables + pip fruit
6.17,0.17,0.001,liquor (appetizer) + sweet spreads,butter + male cosmetics + pudding powder
6.17,0.17,0.001,specialty vegetables + pudding powder,baking powder + root vegetables + bottled water
6.17,0.17,0.001,white wine + pip fruit,light bulbs + liquor + soda
6.17,0.17,0.001,white wine + pip fruit,cereals + sauces + spices
6.17,0.17,0.001,curd + liquor,sauces + packaged fruit/vegetables + pip fruit
6.17,0.17,0.001,root vegetables + soda,curd + light bulbs + liquor
6.17,0.17,0.001,specialty vegetables + pudding powder,curd + light bulbs + liquor
6.17,0.17,0.001,white wine + pip fruit,curd + light bulbs + liquor
6.17,0.17,0.001,curd + liquor,specialty chocolate + white wine + liquor (appetizer)
6.17,0.17,0.001,light bulbs + pudding powder,sauces + baking powder + packaged fruit/vegetables
6.17,0.17,0.001,brandy + potato products,cereals + curd + specialty chocolate
6.17,0.17,0.001,specialty vegetables + pudding powder,sauces + baking powder + packaged fruit/vegetables
6.17,0.17,0.001,pip fruit + pudding powder,baking powder + root vegetables + bottled water
